ChoiceID,RespondentID,Referendum,HUC8BCG,HUC4BCG_base,HUC4BCG_scenario1,HUC4BCG_scenario2,MediumBCG_base,MediumBCG_scenario1,MediumBCG_scenario2,HUC4BCG_base_NL,HUC4BCG_scenario2_NL,MediumBCG_base_NL,MediumBCG_scenario2_NL,Cost_0,Cost_1,WQ_HUC8_0,WQ_HUC8_1,WQ_HUC4_0,WQ_HUC4_1,WQ_Medium_0,WQ_Medium_1,WQ_Large_0,WQ_Large_1,WQ_HUC4_NL_0,WQ_HUC4_NL_1,WQ_Medium_NL_0,WQ_Medium_NL_1,ASC_PercentInstate_0,ASC_PercentInstate_1,ASC_PercentInstate_NL_0,ASC_PercentInstate_NL_1,choice,ASC_0,ASC_1
35855,1797,15,4,3.99,2,3,3.87,2,2.98,4.01,3,3.77,3,0,350,0,0,0,0,0,0,0,0,4.01,3,0,0,0,0,0,0,1,0,1
35856,1797,16,4,3.99,2,3,3.87,2,2.98,4.01,3,3.77,3,0,750,0,0,0,0,0,0,0,0,4.01,3.93,0,0,0,0,0,0,0,0,1
35869,1798,9,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,150,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,19.0579,0,0,1,0,1
35870,1798,10,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,50,4,2,0,0,0,0,3.52,2,0,0,0,0,0,19.0579,0,0,1,0,1
35871,1798,11,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,100,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,19.0579,0,0,0,0,1
35872,1798,12,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,500,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,19.0579,0,0,0,0,1
35877,1798,17,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,150,0,0,0,0,0,0,0,0,0,0,3.31,2.31,0,0,0,0,1,0,1
35878,1798,18,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,50,0,0,0,0,0,0,0,0,0,0,3.31,2,0,0,0,0,1,0,1
35879,1798,19,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,350,0,0,0,0,0,0,0,0,0,0,3.31,3,0,0,0,0,1,0,1
35880,1798,20,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,75,0,0,0,0,0,0,0,0,0,0,3.31,2.61,0,0,0,0,1,0,1
35893,1799,13,3,2.93,2,2.75,3.21,2,2.85,2.82,2.63,3.13,2.86,0,200,0,0,0,0,0,0,0,0,2.82,1.82,0,0,0,0,0,0.00116472,0,0,1
35894,1799,14,3,2.93,2,2.75,3.21,2,2.85,2.82,2.63,3.13,2.86,0,20,0,0,0,0,0,0,0,0,2.82,2,0,0,0,0,0,0.00116472,1,0,1
35895,1799,15,3,2.93,2,2.75,3.21,2,2.85,2.82,2.63,3.13,2.86,0,750,0,0,0,0,0,0,0,0,2.82,2.63,0,0,0,0,0,0.00116472,0,0,1
35896,1799,16,3,2.93,2,2.75,3.21,2,2.85,2.82,2.63,3.13,2.86,0,150,0,0,0,0,0,0,0,0,2.82,2.38,0,0,0,0,0,0.00116472,0,0,1
35897,1799,17,3,2.93,2,2.75,3.21,2,2.85,2.82,2.63,3.13,2.86,0,50,0,0,0,0,0,0,0,0,0,0,3.13,2.13,0,0,0,0.00116472,1,0,1
35898,1799,18,3,2.93,2,2.75,3.21,2,2.85,2.82,2.63,3.13,2.86,0,250,0,0,0,0,0,0,0,0,0,0,3.13,2,0,0,0,0.00116472,1,0,1
35899,1799,19,3,2.93,2,2.75,3.21,2,2.85,2.82,2.63,3.13,2.86,0,50,0,0,0,0,0,0,0,0,0,0,3.13,2.86,0,0,0,0.00116472,1,0,1
35900,1799,20,3,2.93,2,2.75,3.21,2,2.85,2.82,2.63,3.13,2.86,0,20,0,0,0,0,0,0,0,0,0,0,3.13,2.53,0,0,0,0.00116472,0,0,1
35901,1800,1,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,150,4,3,3.47,2.47,0,0,0,0,0,0,0,0,0,99.99979,0,0,1,0,1
35902,1800,2,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,200,4,2,3.47,2,0,0,0,0,0,0,0,0,0,99.99979,0,0,1,0,1
35905,1800,5,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,200,4,3,0,0,3.56,2.56,0,0,0,0,0,0,0,99.99979,0,0,1,0,1
35906,1800,6,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,50,4,2,0,0,3.56,2,0,0,0,0,0,0,0,99.99979,0,0,1,0,1
35909,1800,9,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,750,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,99.99979,0,0,0,0,1
35910,1800,10,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,75,4,2,0,0,0,0,3.52,2,0,0,0,0,0,99.99979,0,0,1,0,1
35913,1800,13,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,20,0,0,0,0,0,0,0,0,3.48,2.48,0,0,0,0,0,0,1,0,1
35914,1800,14,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,350,0,0,0,0,0,0,0,0,3.48,2,0,0,0,0,0,0,0,0,1
35917,1800,17,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,75,0,0,0,0,0,0,0,0,0,0,3.21,2.21,0,0,0,0,1,0,1
35918,1800,18,4,3.47,2,3,3.56,2,3,3.48,3,3.21,2.85,0,200,0,0,0,0,0,0,0,0,0,0,3.21,2,0,0,0,0,1,0,1
35921,1801,1,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,200,4,3,3.38,2.38,0,0,0,0,0,0,0,0,0,57.182407,0,0,0,0,1
35923,1801,3,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,350,4,3,3.38,3,0,0,0,0,0,0,0,0,0,57.182407,0,0,0,0,1
35925,1801,5,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,750,4,3,0,0,3.13,2.13,0,0,0,0,0,0,0,57.182407,0,0,0,0,1
35927,1801,7,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,75,4,3,0,0,3.13,2.86,0,0,0,0,0,0,0,57.182407,0,0,1,0,1
35929,1801,9,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,750,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,57.182407,0,0,0,0,1
35931,1801,11,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,50,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,57.182407,0,0,1,0,1
35933,1801,13,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,750,0,0,0,0,0,0,0,0,3.13,2.13,0,0,0,0,0,0,0,0,1
35935,1801,15,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,200,0,0,0,0,0,0,0,0,3.13,3,0,0,0,0,0,0,0,0,1
35937,1801,17,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,250,0,0,0,0,0,0,0,0,0,0,3.99,2.99,0,0,0,0,0,0,1
35939,1801,19,4,3.38,2,3,3.13,2,2.86,3.13,3,3.99,3,0,250,0,0,0,0,0,0,0,0,0,0,3.99,3,0,0,0,0,0,0,1
35941,1802,1,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,50,4,3,3.21,2.21,0,0,0,0,0,0,0,0,0,34.765198,0,0,1,0,1
35943,1802,3,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,100,4,3,3.21,3,0,0,0,0,0,0,0,0,0,34.765198,0,0,1,0,1
35945,1802,5,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,500,4,3,0,0,3.13,2.13,0,0,0,0,0,0,0,34.765198,0,0,1,0,1
35947,1802,7,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,500,4,3,0,0,3.13,2.86,0,0,0,0,0,0,0,34.765198,0,0,1,0,1
35949,1802,9,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,250,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,34.765198,0,0,1,0,1
35951,1802,11,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,75,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,34.765198,0,0,1,0,1
35953,1802,13,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,20,0,0,0,0,0,0,0,0,3.67,2.67,0,0,0,0,0,0,1,0,1
35955,1802,15,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,100,0,0,0,0,0,0,0,0,3.67,2.93,0,0,0,0,0,0,0,0,1
35957,1802,17,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,100,0,0,0,0,0,0,0,0,0,0,3.63,2.63,0,0,0,0,0,0,1
35959,1802,19,4,3.21,2,3,3.13,2,2.86,3.67,2.93,3.63,2.92,0,750,0,0,0,0,0,0,0,0,0,0,3.63,2.92,0,0,0,0,0,0,1
35962,1803,2,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,750,4,2,3.99,2,0,0,0,0,0,0,0,0,0,72.61079,0,0,0,0,1
35963,1803,3,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,200,4,3,3.99,3,0,0,0,0,0,0,0,0,0,72.61079,0,0,1,0,1
35966,1803,6,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,100,4,2,0,0,3.87,2,0,0,0,0,0,0,0,72.61079,0,0,1,0,1
35967,1803,7,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,200,4,3,0,0,3.87,2.98,0,0,0,0,0,0,0,72.61079,0,0,1,0,1
35970,1803,10,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,75,4,2,0,0,0,0,3.52,2,0,0,0,0,0,72.61079,0,0,1,0,1
35971,1803,11,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,150,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,72.61079,0,0,1,0,1
35974,1803,14,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,250,0,0,0,0,0,0,0,0,3.82,2,0,0,0,0,0,27.358454,1,0,1
35975,1803,15,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,75,0,0,0,0,0,0,0,0,3.82,3,0,0,0,0,0,27.358454,1,0,1
35978,1803,18,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,20,0,0,0,0,0,0,0,0,0,0,3.56,2,0,0,0,27.358454,1,0,1
35979,1803,19,4,3.99,2,3,3.87,2,2.98,3.82,3,3.56,3,0,100,0,0,0,0,0,0,0,0,0,0,3.56,3,0,0,0,27.358454,0,0,1
35981,1804,1,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,500,3,2,3.55,2.55,0,0,0,0,0,0,0,0,0,45.116894,0,0,0,0,1
35983,1804,3,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,750,3,3,3.55,3,0,0,0,0,0,0,0,0,0,45.116894,0,0,0,0,1
35985,1804,5,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,100,3,2,0,0,3.31,2.31,0,0,0,0,0,0,0,45.116894,0,0,0,0,1
35987,1804,7,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,20,3,3,0,0,3.31,3,0,0,0,0,0,0,0,45.116894,0,0,0,0,1
35989,1804,9,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,150,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,45.116894,0,0,0,0,1
35991,1804,11,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,20,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,45.116894,0,0,0,0,1
35993,1804,13,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,500,0,0,0,0,0,0,0,0,4.01,3.01,0,0,0,0,0,0,0,0,1
35995,1804,15,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,150,0,0,0,0,0,0,0,0,4.01,3,0,0,0,0,0,0,0,0,1
35997,1804,17,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,500,0,0,0,0,0,0,0,0,0,0,3.77,2.77,0,0,0,0,0,0,1
35999,1804,19,3,3.55,2,3,3.31,2,3,4.01,3,3.77,3,0,150,0,0,0,0,0,0,0,0,0,0,3.77,3,0,0,0,0,0,0,1
36001,1805,1,3,3,2,3,3.31,2,3,3.09,3,3.22,2.94,0,20,3,2,3,2,0,0,0,0,0,0,0,0,0,99.99599,0,0,1,0,1
36002,1805,2,3,3,2,3,3.31,2,3,3.09,3,3.22,2.94,0,150,3,2,3,2,0,0,0,0,0,0,0,0,0,99.99599,0,0,1,0,1
36004,1805,4,3,3,2,3,3.31,2,3,3.09,3,3.22,2.94,0,20,3,2,3,2,0,0,0,0,0,0,0,0,0,99.99599,0,0,1,0,1
36009,1805,9,3,3,2,3,3.31,2,3,3.09,3,3.22,2.94,0,100,3,2,0,0,0,0,3.52,2.52,0,0,0,0,0,99.99599,0,0,0,0,1
36010,1805,10,3,3,2,3,3.31,2,3,3.09,3,3.22,2.94,0,20,3,2,0,0,0,0,3.52,2,0,0,0,0,0,99.99599,0,0,0,0,1
36011,1805,11,3,3,2,3,3.31,2,3,3.09,3,3.22,2.94,0,200,3,3,0,0,0,0,3.52,2.94,0,0,0,0,0,99.99599,0,0,0,0,1
36012,1805,12,3,3,2,3,3.31,2,3,3.09,3,3.22,2.94,0,100,3,2,0,0,0,0,3.52,3.11,0,0,0,0,0,99.99599,0,0,0,0,1
36021,1806,1,4,3.55,2,3,3.31,2,3,3.21,3,3.13,2.86,0,75,4,3,3.55,2.55,0,0,0,0,0,0,0,0,0,54.841106,0,0,1,0,1
36022,1806,2,4,3.55,2,3,3.31,2,3,3.21,3,3.13,2.86,0,100,4,2,3.55,2,0,0,0,0,0,0,0,0,0,54.841106,0,0,1,0,1
36023,1806,3,4,3.55,2,3,3.31,2,3,3.21,3,3.13,2.86,0,20,4,3,3.55,3,0,0,0,0,0,0,0,0,0,54.841106,0,0,1,0,1
36024,1806,4,4,3.55,2,3,3.31,2,3,3.21,3,3.13,2.86,0,350,4,4,3.55,3.11,0,0,0,0,0,0,0,0,0,54.841106,0,0,0,0,1
36029,1806,9,4,3.55,2,3,3.31,2,3,3.21,3,3.13,2.86,0,50,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,54.841106,0,0,1,0,1
36030,1806,10,4,3.55,2,3,3.31,2,3,3.21,3,3.13,2.86,0,50,4,2,0,0,0,0,3.52,2,0,0,0,0,0,54.841106,0,0,1,0,1
36031,1806,11,4,3.55,2,3,3.31,2,3,3.21,3,3.13,2.86,0,250,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,54.841106,0,0,1,0,1
36032,1806,12,4,3.55,2,3,3.31,2,3,3.21,3,3.13,2.86,0,750,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,54.841106,0,0,0,0,1
36045,1807,5,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,350,5,4,0,0,3.99,2.99,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
36046,1807,6,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,75,5,2,0,0,3.99,2,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
36047,1807,7,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,150,5,3,0,0,3.99,3,0,0,0,0,0,0,0,99.999916,0,0,1,0,1
36048,1807,8,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,100,5,5,0,0,3.99,3.72,0,0,0,0,0,0,0,99.999916,0,0,0,0,1
36057,1807,17,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,75,0,0,0,0,0,0,0,0,0,0,3.63,2.63,0,0,0,0,1,0,1
36058,1807,18,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,75,0,0,0,0,0,0,0,0,0,0,3.63,2,0,0,0,0,1,0,1
36059,1807,19,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,50,0,0,0,0,0,0,0,0,0,0,3.63,2.92,0,0,0,0,1,0,1
36060,1807,20,5,3.85,2,3,3.99,2,3,4,3,3.63,2.92,0,250,0,0,0,0,0,0,0,0,0,0,3.63,3.42,0,0,0,0,0,0,1
36061,1808,1,4,3.47,2,3,3.56,2,3,3.13,3,3.99,3,0,75,4,3,3.47,2.47,0,0,0,0,0,0,0,0,0,99.99979,0,0,1,0,1
36062,1808,2,4,3.47,2,3,3.56,2,3,3.13,3,3.99,3,0,50,4,2,3.47,2,0,0,0,0,0,0,0,0,0,99.99979,0,0,1,0,1
36063,1808,3,4,3.47,2,3,3.56,2,3,3.13,3,3.99,3,0,750,4,3,3.47,3,0,0,0,0,0,0,0,0,0,99.99979,0,0,0,0,1
36064,1808,4,4,3.47,2,3,3.56,2,3,3.13,3,3.99,3,0,350,4,4,3.47,2.94,0,0,0,0,0,0,0,0,0,99.99979,0,0,0,0,1
36069,1808,9,4,3.47,2,3,3.56,2,3,3.13,3,3.99,3,0,200,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,99.99979,0,0,1,0,1
36070,1808,10,4,3.47,2,3,3.56,2,3,3.13,3,3.99,3,0,250,4,2,0,0,0,0,3.52,2,0,0,0,0,0,99.99979,0,0,1,0,1
36071,1808,11,4,3.47,2,3,3.56,2,3,3.13,3,3.99,3,0,200,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,99.99979,0,0,1,0,1
36072,1808,12,4,3.47,2,3,3.56,2,3,3.13,3,3.99,3,0,200,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,99.99979,0,0,1,0,1
36085,1809,5,4,4,2,3,3.63,2,2.92,3.85,3,3.99,3,0,150,4,3,0,0,3.63,2.63,0,0,0,0,0,0,0,51.242943,0,0,0,0,1
36086,1809,6,4,4,2,3,3.63,2,2.92,3.85,3,3.99,3,0,50,4,2,0,0,3.63,2,0,0,0,0,0,0,0,51.242943,0,0,1,0,1
36087,1809,7,4,4,2,3,3.63,2,2.92,3.85,3,3.99,3,0,50,4,3,0,0,3.63,2.92,0,0,0,0,0,0,0,51.242943,0,0,1,0,1
36088,1809,8,4,4,2,3,3.63,2,2.92,3.85,3,3.99,3,0,750,4,4,0,0,3.63,3.42,0,0,0,0,0,0,0,51.242943,0,0,0,0,1
36097,1809,17,4,4,2,3,3.63,2,2.92,3.85,3,3.99,3,0,250,0,0,0,0,0,0,0,0,0,0,3.99,2.99,0,0,0,0,0,0,1
36098,1809,18,4,4,2,3,3.63,2,2.92,3.85,3,3.99,3,0,150,0,0,0,0,0,0,0,0,0,0,3.99,2,0,0,0,0,0,0,1
36099,1809,19,4,4,2,3,3.63,2,2.92,3.85,3,3.99,3,0,250,0,0,0,0,0,0,0,0,0,0,3.99,3,0,0,0,0,0,0,1
36100,1809,20,4,4,2,3,3.63,2,2.92,3.85,3,3.99,3,0,20,0,0,0,0,0,0,0,0,0,0,3.99,3.72,0,0,0,0,1,0,1
36105,1810,5,4,3.67,2,2.93,3.63,2,2.92,3.52,3,3.77,3,0,20,4,3,0,0,3.63,2.63,0,0,0,0,0,0,0,99.99992,0,0,1,0,1
36106,1810,6,4,3.67,2,2.93,3.63,2,2.92,3.52,3,3.77,3,0,20,4,2,0,0,3.63,2,0,0,0,0,0,0,0,99.99992,0,0,1,0,1
36107,1810,7,4,3.67,2,2.93,3.63,2,2.92,3.52,3,3.77,3,0,250,4,3,0,0,3.63,2.92,0,0,0,0,0,0,0,99.99992,0,0,0,0,1
36108,1810,8,4,3.67,2,2.93,3.63,2,2.92,3.52,3,3.77,3,0,150,4,4,0,0,3.63,3.42,0,0,0,0,0,0,0,99.99992,0,0,0,0,1
36109,1810,9,4,3.67,2,2.93,3.63,2,2.92,3.52,3,3.77,3,0,75,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,99.99992,0,0,1,0,1
36110,1810,10,4,3.67,2,2.93,3.63,2,2.92,3.52,3,3.77,3,0,20,4,2,0,0,0,0,3.52,2,0,0,0,0,0,99.99992,0,0,1,0,1
36111,1810,11,4,3.67,2,2.93,3.63,2,2.92,3.52,3,3.77,3,0,20,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,99.99992,0,0,1,0,1
36112,1810,12,4,3.67,2,2.93,3.63,2,2.92,3.52,3,3.77,3,0,200,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,99.99992,0,0,0,0,1
36125,1811,5,4,4,2,3,3.63,2,2.92,3.82,3,3.56,3,0,500,4,3,0,0,3.63,2.63,0,0,0,0,0,0,0,51.242943,0,0,1,0,1
36126,1811,6,4,4,2,3,3.63,2,2.92,3.82,3,3.56,3,0,250,4,2,0,0,3.63,2,0,0,0,0,0,0,0,51.242943,0,0,1,0,1
36127,1811,7,4,4,2,3,3.63,2,2.92,3.82,3,3.56,3,0,500,4,3,0,0,3.63,2.92,0,0,0,0,0,0,0,51.242943,0,0,1,0,1
36128,1811,8,4,4,2,3,3.63,2,2.92,3.82,3,3.56,3,0,750,4,4,0,0,3.63,3.42,0,0,0,0,0,0,0,51.242943,0,0,0,0,1
36129,1811,9,4,4,2,3,3.63,2,2.92,3.82,3,3.56,3,0,750,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,51.242943,0,0,0,0,1
36130,1811,10,4,4,2,3,3.63,2,2.92,3.82,3,3.56,3,0,100,4,2,0,0,0,0,3.52,2,0,0,0,0,0,51.242943,0,0,0,0,1
36131,1811,11,4,4,2,3,3.63,2,2.92,3.82,3,3.56,3,0,500,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,51.242943,0,0,1,0,1
36132,1811,12,4,4,2,3,3.63,2,2.92,3.82,3,3.56,3,0,250,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,51.242943,0,0,1,0,1
36145,1812,5,4,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,200,4,3,0,0,3.13,2.13,0,0,0,0,0,0,0,42.2747,0,0,1,0,1
36146,1812,6,4,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,75,4,2,0,0,3.13,2,0,0,0,0,0,0,0,42.2747,0,0,1,0,1
36147,1812,7,4,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,750,4,3,0,0,3.13,2.86,0,0,0,0,0,0,0,42.2747,0,0,0,0,1
36148,1812,8,4,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,500,4,4,0,0,3.13,2.53,0,0,0,0,0,0,0,42.2747,0,0,0,0,1
36149,1812,9,4,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,200,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,42.2747,0,0,1,0,1
36150,1812,10,4,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,500,4,2,0,0,0,0,3.52,2,0,0,0,0,0,42.2747,0,0,0,0,1
36151,1812,11,4,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,350,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,42.2747,0,0,0,0,1
36152,1812,12,4,3.21,2,3,3.13,2,2.86,3.58,2.93,3.87,2.98,0,20,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,42.2747,0,0,1,0,1
36165,1813,5,3,2.93,2,2.75,3.21,2,2.85,3.15,2.82,3.63,2.92,0,350,3,2,0,0,3.21,2.21,0,0,0,0,0,0,0,53.66411,0,0,0,0,1
36166,1813,6,3,2.93,2,2.75,3.21,2,2.85,3.15,2.82,3.63,2.92,0,500,3,2,0,0,3.21,2,0,0,0,0,0,0,0,53.66411,0,0,0,0,1
36167,1813,7,3,2.93,2,2.75,3.21,2,2.85,3.15,2.82,3.63,2.92,0,500,3,3,0,0,3.21,2.85,0,0,0,0,0,0,0,53.66411,0,0,0,0,1
36168,1813,8,3,2.93,2,2.75,3.21,2,2.85,3.15,2.82,3.63,2.92,0,75,3,2,0,0,3.21,2.72,0,0,0,0,0,0,0,53.66411,0,0,1,0,1
36177,1813,17,3,2.93,2,2.75,3.21,2,2.85,3.15,2.82,3.63,2.92,0,250,0,0,0,0,0,0,0,0,0,0,3.63,2.63,0,0,0,0,0,0,1
36178,1813,18,3,2.93,2,2.75,3.21,2,2.85,3.15,2.82,3.63,2.92,0,100,0,0,0,0,0,0,0,0,0,0,3.63,2,0,0,0,0,1,0,1
36179,1813,19,3,2.93,2,2.75,3.21,2,2.85,3.15,2.82,3.63,2.92,0,200,0,0,0,0,0,0,0,0,0,0,3.63,2.92,0,0,0,0,0,0,1
36180,1813,20,3,2.93,2,2.75,3.21,2,2.85,3.15,2.82,3.63,2.92,0,200,0,0,0,0,0,0,0,0,0,0,3.63,3.42,0,0,0,0,0,0,1
36181,1814,1,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,250,4,3,3.82,2.82,0,0,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
36182,1814,2,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,50,4,2,3.82,2,0,0,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
36185,1814,5,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,150,4,3,0,0,3.56,2.56,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
36186,1814,6,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,100,4,2,0,0,3.56,2,0,0,0,0,0,0,0,53.583557,0,0,0,0,1
36189,1814,9,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,20,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,53.583557,0,0,0,0,1
36190,1814,10,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,20,4,2,0,0,0,0,3.52,2,0,0,0,0,0,53.583557,0,0,0,0,1
36193,1814,13,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,50,0,0,0,0,0,0,0,0,3.55,2.55,0,0,0,0,0,0,0,0,1
36194,1814,14,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,200,0,0,0,0,0,0,0,0,3.55,2,0,0,0,0,0,0,0,0,1
36197,1814,17,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,50,0,0,0,0,0,0,0,0,0,0,3.31,2.31,0,0,0,0,0,0,1
36198,1814,18,4,3.82,2,3,3.56,2,3,3.55,3,3.31,3,0,500,0,0,0,0,0,0,0,0,0,0,3.31,2,0,0,0,0,0,0,1
36209,1815,9,4,3.85,2,3,3.99,2,3,3,3,3.1,2.96,0,100,4,3,0,0,0,0,3.52,2.52,0,0,0,0,0,99.999916,0,0,1,0,1
36210,1815,10,4,3.85,2,3,3.99,2,3,3,3,3.1,2.96,0,75,4,2,0,0,0,0,3.52,2,0,0,0,0,0,99.999916,0,0,1,0,1
36211,1815,11,4,3.85,2,3,3.99,2,3,3,3,3.1,2.96,0,50,4,3,0,0,0,0,3.52,2.94,0,0,0,0,0,99.999916,0,0,1,0,1
36212,1815,12,4,3.85,2,3,3.99,2,3,3,3,3.1,2.96,0,100,4,4,0,0,0,0,3.52,3.11,0,0,0,0,0,99.999916,0,0,0,0,1
36213,1815,13,4,3.85,2,3,3.99,2,3,3,3,3.1,2.96,0,75,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
36214,1815,14,4,3.85,2,3,3.99,2,3,3,3,3.1,2.96,0,50,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
